,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM,Uzrok
666,ČEPIN,14,ČEPIN,OSNOVNA ŠKOLA MIROSLAV KRLEŽA,"KRALJA ZVONIMIRA 100, ČEPIN",1147,488,35,204,77,"14 ČEPIN, ČEPIN",Preostale BM koje kada bi se zbrojile su prevelike
667,ČEPIN,10,ČEPIN,PROSTORIJE NK KLAS,"NERETVANSKA 10, ČEPIN",725,316,20,134,44,"10 ČEPIN, ČEPIN",Preostale BM koje kada bi se zbrojile su prevelike
668,ČEPIN,8,ČEPIN,STARA ZGRADA OPĆINE ČEPIN,"KRALJA ZVONIMIRA 70, ČEPIN",667,304,23,129,45,"8 ČEPIN, ČEPIN",Preostale BM koje kada bi se zbrojile su prevelike
669,ŽUPA DUBROVAČKA,4,ČIBAČA,PROSTORIJE  NK ŽUPA DUBROVAČKA U  ČIBAČI,"PUT DR. ANTE STARČEVIĆA 98, ŽUPA DUBROVAČKA",1755,754,96,414,95,"4 ČIBAČA, ŽUPA DUBROVAČKA",Nema u 2016/2015
670,ZAGREB-ISTOČNI DIO,4,ČUČERJE,KUĆA ŠUŠKOVIĆ STJEPANA,"MEDVEDSKI BREG 23, ZAGREB-ISTOČNI DIO",121,70,4,19,10,"4 ČUČERJE, ZAGREBISTOČNI DIO",Preostale BM koje kada bi se zbrojile su prevelike
671,ZAGREB-ISTOČNI DIO,5,ČUČERJE,OŠ ČUČERJE,"ČUČERSKA CESTA 382, ZAGREB-ISTOČNI DIO",2081,843,65,271,152,"2 ČUČERJE, ZAGREBISTOČNI DIO3 ČUČERJE, ZAGREBISTOČNI DIO",Preostale BM koje kada bi se zbrojile su prevelike
672,ĐAKOVO,6,ĐAKOVO,CENTAR ZA KULTURU,"KRALJA TOMISLAVA 13, ĐAKOVO",625,274,20,146,32,"6 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
673,ĐAKOVO,19,ĐAKOVO,CENTAR ZA SOCIJALNU SKRB,"P.PRERADOVIĆA 2, ĐAKOVO",491,202,14,58,57,"19 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
674,ĐAKOVO,2,ĐAKOVO,EKONOMSKA ŠKOLA BRAĆA RADIĆ UČIONICA 2,"VIJENAC KARDINALA ALOJZIJA STEPINCA 11, ĐAKOVO",518,245,18,99,58,"2 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
675,ĐAKOVO,5,ĐAKOVO,HOTEL BLAŽA,"ANTE STARČEVIĆA 158, ĐAKOVO",530,243,18,98,46,"5 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
676,ĐAKOVO,12,ĐAKOVO,HRVATSKA POLJOPRIVREDNA AGENCIJA URED U ĐAKOVU,"V.NAZORA 1, ĐAKOVO",441,174,13,71,45,"12 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
677,ĐAKOVO,20,ĐAKOVO,HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE PROSTORIJA 1,"P.PRERADOVIĆA 15, ĐAKOVO",818,330,23,121,48,"20 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
678,ĐAKOVO,21,ĐAKOVO,HRVATSKI ZAVOD ZA ZDRAVSTVENO OSIGURANJE PROSTORIJA 2,"P.PRERADOVIĆA 15, ĐAKOVO",602,276,31,109,42,"21 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
679,ĐAKOVO,7,ĐAKOVO,OSNOVNA ŠKOLA IVANA GORANA KOVAČIĆA,"KRALJA TOMISLAVA 25, ĐAKOVO",486,219,13,66,61,"7 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
680,ĐAKOVO,13,ĐAKOVO,POSLOVNI PROSTOR,"I.G.KOVAČIĆA 5, ĐAKOVO",882,395,36,170,65,"13 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
681,ĐAKOVO,14,ĐAKOVO,POSLOVNI PROSTOR,"KRALJA TOMISLAVA 67, ĐAKOVO",687,280,32,103,48,"14 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
682,ĐAKOVO,10,ĐAKOVO,UNIVERZAL DOO PROSTORIJA 1,"V.NAZORA 68, ĐAKOVO",729,271,20,140,29,"10 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
683,ĐAKOVO,11,ĐAKOVO,UNIVERZAL DOO PROSTORIJA 2,"V.NAZORA 68, ĐAKOVO",613,241,16,117,34,"11 ĐAKOVO, ĐAKOVO",Preostale BM koje kada bi se zbrojile su prevelike
684,"ZAGREB-CENTAR, ZAPAD",612,ŠESTINSKI DOLVRHOVEC,OŠ NAD LIPOM,"NAD LIPOM 13/1, ZAGREB-CENTAR, ZAPAD",2849,1576,121,499,292,"203 ŠESTINSKI DOLVRHOVEC, ZAGREBCENTAR ZAPAD204 ŠESTINSKI DOLVRHOVEC, ZAGREBCENTAR ZAPAD205 ŠESTINSKI DOLVRHOVEC, ZAGREBCENTAR ZAPAD",Preostale BM koje kada bi se zbrojile su prevelike
685,DUBROVNIK,48,ŠIPAN MO ŠIPANSKA LUKA,DOM MLADEŽI  ŠIPAN  ŠIPANSKA LUKA,"ŠIPANSKA LUKA  BB, DUBROVNIK",245,135,16,56,31,"48 ŠIPAN MO ŠIPANSKA LUKA, DUBROVNIK",Nema u 2016/2015
686,RIJEKA,40,ŠKURINJE,OŠ  IVANA ZAJCA,"ŠKURINJSKA CESTA 7A, RIJEKA",1336,483,42,104,180,"40 ŠKURINJE, RIJEKA",Preostale BM koje kada bi se zbrojile su prevelike
687,RIJEKA,126,ŠKURINJE,OŠ IVANA ZAJCA,"ŠKURINJSKA CESTA 7A, RIJEKA",3362,1226,105,320,439,"41 ŠKURINJE, RIJEKA42 ŠKURINJE, RIJEKA43 ŠKURINJE, RIJEKA",Preostale BM koje kada bi se zbrojile su prevelike
688,GROŽNJAN - GRISIGNANA,2,ŠTERNASTERNA,ZGRADA ZAJEDNICE TALIJANA,"ŠTERNA 25/A, GROŽNJAN - GRISIGNANA",279,102,0,4,68,"2 ŠTERNASTERNA, GROŽNJAN  GRISIGNANA",Nema u 2016/2015
689,KRAPINA,12,ŠUŠELJ BREG I TRŠKI VRH,OSNOVNA ŠKOLA LJUDEVIT GAJ KRAPINA,"TRG STJEPANA RADIĆA 1, KRAPINA",334,124,2,40,52,"12 ŠUŠELJ BREG I TRŠKI VRH, KRAPINA",Nema u 2016/2015
690,ŽUPANJA,13,ŽUPANJA,KINO KRISTAL,"ŠEĆERANA 62, ŽUPANJA",679,253,12,111,55,"13 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
691,ŽUPANJA,8,ŽUPANJA,KINO MLADOST I,"STROSMAYEROVA 51, ŽUPANJA",506,215,12,90,45,"8 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
692,ŽUPANJA,11,ŽUPANJA,OSNOVNA ŠKOLA MATE LOVRAK II,"A.STEPINCA 18, ŽUPANJA",793,286,24,126,58,"11 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
693,ŽUPANJA,4,ŽUPANJA,ZGRADA SREDNJIH ŠKOLA II,"VELIKI KRAJ 42, ŽUPANJA",481,161,2,93,26,"4 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
694,ŽUPANJA,5,ŽUPANJA,ZGRADA SREDNJIH ŠKOLA III,"VELIKI KRAJ 42, ŽUPANJA",625,228,21,96,35,"5 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
695,ŽUPANJA,6,ŽUPANJA,ŠUMARIJA I,"DR.FRANJE RAČKOG 34, ŽUPANJA",752,325,17,147,100,"6 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
696,ŽUPANJA,7,ŽUPANJA,ŠUMARIJA II,"DR.FRANJE RAČKOG 34, ŽUPANJA",753,340,27,145,112,"7 ŽUPANJA, ŽUPANJA",Preostale BM koje kada bi se zbrojile su prevelike
