,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,MOŽEMO,DP,HDZ,SDP,BM
2435,IVANEC,11,KANIZA,KUCA ZDENKE PAHIC STARA KUCA MERGED HETERO,KANIZA 38 IVANEC,230,126,3,,,9,87,KANIZAIVANEC MERGED HETERO
2436,RIJEKA,3,KANTRIDA,DOM MIRKO CURBEG,LOVRANSKA 10 RIJEKA,1075,517,40,,,85,240,3 KANTRIDA RIJEKA
2437,RIJEKA,4,KANTRIDA,OS KANTRIDA,IZVIDACKA 9 RIJEKA,1036,565,34,,,121,277,2 KANTRIDA RIJEKA4 KANTRIDA RIJEKA
2438,KAPELA,1,KAPELA,VATROGASNI DOM,BILOGORSKA 56 KAPELA,359,142,7,,,54,56,1 KAPELA KAPELA
2439,LUKAC,6,KAPELA DVOR,DRUSTVENI DOM,KAPELA DVOR LUKAC,204,124,11,,,56,29,6 KAPELA DVOR LUKAC
2440,LJUBESCICA,3,KAPELA KALNICKA,DRUSTVENI DOM,KAPELA KALNICKA 20 A LJUBESCICA,318,205,5,,,149,34,3 KAPELA KALNICKA LJUBESCICA
2441,VELIKI BUKOVEC,2,KAPELA PODRAVSKA,DRUSTVENI DOM,KAPELA PODRAVSKA BB VELIKI BUKOVEC,374,220,13,,,78,103,2 KAPELA PODRAVSKA VELIKI BUKOVEC
2442,SVETI PETAR OREHOVEC,10,KAPELA RAVENSKA,VATROGASNI DOM U NASELJU KAPELA RAVENSKA,KAPELA RAVENSKA 33 SVETI PETAR OREHOVEC,117,47,5,,,25,12,10 KAPELA RAVENSKA SVETI PETAR OREHOVEC
2443,GARESNICA,25,KAPELICA,DRUSTVENI DOM,KAPELICA 105 GARESNICA,479,211,31,,,72,70,23 KAPELICA GARESNICA
2444,LABIN,4,KAPELICA,DRUSTVENE PROSTORIJE,KAPELICA BR 57 LABIN LABIN,786,390,28,,,31,89,4 KAPELICA LABIN
2445,VILJEVO,2,KAPELNA,OSNOVNA SKOLA,PETRA PRERADOVICA 103 VILJEVO,132,57,0,,,22,19,2 KAPELNA VILJEVO
2446,SOPJE,6,KAPINCI,PROSTORIJE MJESNOG DOMA,KRALJA TOMISLAVA 79 SOPJE,120,67,3,,,31,22,6 KAPINCI SOPJE
2447,MARKUSICA,4,KARADZICEVO,OSNOVNA SKOLA KARADZICEVO,VSKARADZICA BB MARKUSICA,27,6,0,,,1,3,4 KARADZICEVO MARKUSICA
2448,KNEZEVI VINOGRADI,3,KARANAC,HRVATSKI DOM KULTURE,PETEFI SANDORA 68 KNEZEVI VINOGRADI,413,203,4,,,93,71,3 KARANAC KNEZEVI VINOGRADI
2449,GORNJA STUBICA,10,KARIVAROS,KUCA MAKAR SLAVKA MERGED HETERO,KARIVAROS 96 GORNJA STUBICA,267,110,9,,,35,45,KARIVAROSGORNJA STUBICA MERGED HETERO
2450,KARLOBAG,1,KARLOBAG,OSNOVNA SKOLA KARLOBAG,KARLOBAG OBALA V NAZORA 18 KARLOBAG,539,310,18,,,192,75,1 KARLOBAG KARLOBAG
2451,KARLOBAG,2,KARLOBAG,ZUPNI STAN U CESARICI,CESARICA 41 KARLOBAG,176,86,10,,,50,20,2 KARLOBAG KARLOBAG
2452,KARLOBAG,3,KARLOBAG,LUGARNICA U SUSNJU CESARICKOM BR1,SUSANJ KARLOBAG,68,45,2,,,38,0,3 KARLOBAG KARLOBAG
2453,KARLOBAG,4,KARLOBAG,OSNOVNA SKOLA LUKOVO SUGARJE,LUKOVO SUGARJE KARLOBAG,199,118,5,,,91,17,4 KARLOBAG KARLOBAG
2454,SVETI DURD,6,KARLOVEC LUDBRESKI,DRUSTVENI DOM,LUG 1 SVETI DURD,436,129,9,,,21,71,6 KARLOVEC LUDBRESKI SVETI DURD
2455,KAROJBA,1,KAROJBA,ZGRADA SJEDISTA OPCINE U KAROJBI,KAROJBA KAROJBA,345,147,14,,,35,24,1 KAROJBA KAROJBA
2456,PAZIN,5,KASCERGA,ZGRADA SKOLE MERGED HETERO,KASCERGA PAZIN,185,92,3,,,13,22,KASCERGAPAZIN MERGED HETERO
2457,ZAGREBISTOCNI DIO,91,KASINA,PROSTORIJE MJESNOG ODBORA,CESTA IVANA MAZURANICA 47 ZAGREBISTOCNI DIO,865,442,40,,,123,163,88 KASINA ZAGREBISTOCNI DIO
2458,ZAGREBISTOCNI DIO,92,KASINA,VATROGASNI DOM,CESTA IVANA MAZURANICA 152 ZAGREBISTOCNI DIO,468,233,22,,,68,81,89 KASINA ZAGREBISTOCNI DIO
2459,ZAGREBISTOCNI DIO,93,KASINSKA SOPNICA,PROSTORIJE MJESNOG ODBORA,RUMASCICA 5 ZAGREBISTOCNI DIO,190,87,4,,,28,25,90 KASINSKA SOPNICA ZAGREBISTOCNI DIO
2460,SANDROVAC,3,KASLJAVAC,DRUSTVENI DOM,KASLJAVAC 27 SANDROVAC,93,59,5,,,3,47,3 KASLJAVAC SANDROVAC
2461,KASTAV,5,KASTAV,PROSTORIJA DRUSTVENOG DOMA BRACE MILIH,RUBESI 65 KASTAV,1128,638,35,,,195,280,5 KASTAV KASTAV
2462,KASTAV,2,KASTAV,PROSTORIJA DRUSTVENOG DOMA BRNCICI,BRNCICI 66 KASTAV,962,525,45,,,152,184,2 KASTAV KASTAV
2463,KASTAV,4,KASTAV,PROSTORIJA GLAZBENOG DOMA DR VOJKA VLAHA,SPINCICI 47 KASTAV,1588,818,64,,,188,358,4 KASTAV KASTAV
2464,JALZABET,6,KASTELANEC,DRUSTVENI DOM KASTELANEC,KASTELANEC JALZABET,363,182,10,,,69,53,6 KASTELANEC JALZABET
2465,KASTELIRLABINCI CASTELLIERES DOMENICA,1,KASTELIR,OPCINSKA VIJECNICA U DRUSTVENOM DOMU KASTELIRLABINCI,KASTELIR 113 KASTELIRLABINCI CASTELLIERES DOMENICA,924,348,16,,,76,86,1 KASTELIR KASTELIRLABINCI CASTELLIERES DOMENICA
2466,TOPUSKO,5,KATINOVAC,KUCA BISERKE MALOBABIC,KATINOVAC 37 TOPUSKO,101,47,0,,,5,39,5 KATINOVAC TOPUSKO
2467,KUTINA,30,KATOLICKE CAIRE,DOM KATOLICKE CAIRE,KATOLICKE CAIRE KUTINA,203,81,6,,,49,6,30 KATOLICKE CAIRE KUTINA
2468,SESTANOVAC,9,KATUNI BRDO,PROSTORIJE OSNOVNE SKOLE BALICI KATUNI BRDO,KATUNI BRDO SESTANOVAC,98,62,2,,,55,0,9 KATUNI BRDO SESTANOVAC
2469,SESTANOVAC,7,KATUNI POLJE,OBITELJSKA KUCA IVICE BALICA POK MILENKA MERGED HETERO,KATUNI POLJE SESTANOVAC,242,144,30,,,87,6,KATUNI POLJESESTANOVAC MERGED HETERO
2470,SESTANOVAC,10,KATUNI PRPUSA,OBITELJ KUCA BRUNA MERCEPA SINA IVICE MERGED HETERO,KATUNI GORNJI MERCEPI 7 SESTANOVAC,166,92,5,,,82,2,KATUNI PRPUSASESTANOVAC MERGED HETERO
2471,BEDEKOVCINA,9,KEBEL,VATROGASNI DOM,KEBEL BEDEKOVCINA,356,138,2,,,19,95,9 KEBEL BEDEKOVCINA
2472,VELIKO TROJSTVO,3,KEGLJEVAC,DRUSTVENI DOM,KEGLJEVAC 24 VELIKO TROJSTVO,49,27,3,,,10,11,3 KEGLJEVAC VELIKO TROJSTVO
2473,JALZABET,5,KELEMEN,DRUSTVENI DOM KELEMEN,KELEMEN JALZABET,438,229,10,,,93,96,5 KELEMEN JALZABET
2474,SVETI IVAN ZELINA,50,KELEMINOVEC,DRUSTVENI DOM,KELEMINOVEC BB SVETI IVAN ZELINA,96,60,4,,,19,18,50 KELEMINOVEC SVETI IVAN ZELINA
2475,PODGORAC,7,KELESINKA,VATROGASNI DOM,KELESINKA PODGORAC,53,34,8,,,9,9,7 KELESINKA PODGORAC
2476,SVETI IVAN ZABNO,6,KENDELOVEC,KUCA KRUSLIN NADE MERGED HETERO,KENDELOVEC 20 SVETI IVAN ZABNO,140,72,0,,,28,32,KENDELOVECSVETI IVAN ZABNO MERGED HETERO
2477,SEMELJCI,3,KESINCI,PODRUCNA OSNOVNA SKOLA JOSIPA KOZARCA,DOLJANSKA 1 SEMELJCI,670,244,35,,,103,59,3 KESINCI SEMELJCI
2478,PODCRKAVLJE,4,KINDROVO,DRUSTVENI DOM U KINDROVU,KINDROVO PODCRKAVLJE,77,42,1,,,15,15,4 KINDROVO PODCRKAVLJE
2479,SUNJA,21,KINJACKA,DRUSTVENI DOM,KINJACKA BB SUNJA,151,53,4,,,28,12,21 KINJACKA SUNJA
2480,SIRAC,5,KIP,OSNOVNA SKOLA,KIP 40 SIRAC,111,52,4,,,28,8,5 KIP SIRAC
2481,BELISCE,12,KITISANCI,DOM HRVATSKE MLADEZI,NOVA 22 BELISCE,144,87,3,,,26,18,12 KITISANCI BELISCE
2482,PITOMACA,1,KLADARE,VATROGASNI DOM,KLADARE 33 B PITOMACA,368,192,15,,,80,79,1 KLADARE PITOMACA
2483,SAMOBOR,24,KLADJE,DRUSTVENI DOM KLADJE,MIRNOVECKABB SAMOBOR,689,389,47,,,97,175,24 KLADJE SAMOBOR
2484,KUMROVEC,2,KLADNIK,OBITELJSKA KUCA DRAGUTINA KRAJCAR MERGED HETERO,KLADNIK 56 KUMROVEC,109,59,1,,,16,37,KLADNIKKUMROVEC MERGED HETERO
2485,ZAGREBISTOCNI DIO,24,KLAKA,OS MATE LOVRAKA,ALEJA BLAZA JURISICA 13 ZAGREBISTOCNI DIO,1188,666,54,,,224,246,23 KLAKA ZAGREBISTOCNI DIO
2486,ZAGREBISTOCNI DIO,25,KLAKA,OS MATE LOVRAKA,ALEJA BLAZA JURISICA 13 ZAGREBISTOCNI DIO,1213,662,60,,,234,231,24 KLAKA ZAGREBISTOCNI DIO
2487,ZAGREBISTOCNI DIO,26,KLAKA,OS MATE LOVRAKA,ALEJA BLAZA JURISICA 13 ZAGREBISTOCNI DIO,1225,665,80,,,195,261,25 KLAKA ZAGREBISTOCNI DIO
2488,ZAGREBISTOCNI DIO,27,KLAKA,OS MATE LOVRAKA,ALEJA BLAZA JURISICA 13 ZAGREBISTOCNI DIO,1208,430,33,,,234,47,26 KLAKA ZAGREBISTOCNI DIO
2489,ZAGREBISTOCNI DIO,28,KLAKA,OS MATE LOVRAKA,ALEJA BLAZA JURISICA 13 ZAGREBISTOCNI DIO,1147,598,46,,,263,156,27 KLAKA ZAGREBISTOCNI DIO
2490,ZAGREBISTOCNI DIO,29,KLAKA,DJECJI VRTIC PCELICA,ULICA JOSIPA HAMMA 2 ZAGREBISTOCNI DIO,1048,590,54,,,192,204,28 KLAKA ZAGREBISTOCNI DIO
2491,ZAGREBISTOCNI DIO,30,KLAKA,PROSTORIJE MJESNOG ODBORA,ULICA ZDENKA SKREBA 3 ZAGREBISTOCNI DIO,1092,573,42,,,208,190,29 KLAKA ZAGREBISTOCNI DIO
2492,KLAKAR,5,KLAKAR,MJESNI DOM U KLAKARU,KLAKAR 26A KLAKAR,229,124,17,,,74,16,5 KLAKAR KLAKAR
2493,SAMOBOR,25,KLAKE,OSNOVNA SKOLA U KLAKAMA,KLAKE SAMOBOR,218,74,1,,,37,27,25 KLAKE SAMOBOR
2494,KLANA,1,KLANA,OSNOVNA SKOLA KLANA,ZATREP 5 KLANA,473,237,19,,,53,102,1 KLANA KLANA
2495,KLANA,2,KLANA,VIJECNICA OPCINE KLANA NA KATU,KLANA 33 KLANA,482,237,16,,,67,85,2 KLANA KLANA
2496,KLANJEC,1,KLANJEC,VELIKA DVORANA GRADA KLANJCA,KLANJEC TRG MIRA 11 KLANJEC,476,280,24,,,83,139,1 KLANJEC KLANJEC
2497,KLANJEC,6,KLANJEC,VELIKA DVORANA GRADA KLANJCA,KLANJEC TRG MIRA 11 KLANJEC,232,132,11,,,35,66,6 KLANJEC KLANJEC
2498,SLIVNO,3,KLEK,PROSTORIJE MJESNOG ODBORA KLEK MERGED HETERO,KLEK SLIVNO,229,115,24,,,56,30,KLEKSLIVNO MERGED HETERO
2499,HUM NA SUTLI,2,KLENOVEC HUMSKI,VATROGASNI DOM,KLENOVEC HUMSKI HUM NA SUTLI,299,136,5,,,27,81,2 KLENOVEC HUMSKI HUM NA SUTLI
2500,KLENOVNIK,1,KLENOVNIK 1,OSNOVNA SKOLA BIR 1,KLENOVNIK KLENOVNIK,495,236,19,,,71,98,1 KLENOVNIK 1 KLENOVNIK
2501,KLENOVNIK,2,KLENOVNIK 2,OSNOVNA SKOLA BIR2,KLENOVNIK KLENOVNIK,313,138,7,,,36,48,2 KLENOVNIK 2 KLENOVNIK
2502,KLENOVNIK,4,KLENOVNIK 3,OSNOVNA SKOLA BIR3,KLENOVNIK KLENOVNIK,111,22,1,,,2,15,4 KLENOVNIK 3 KLENOVNIK
2503,KUTINA,31,KLETISTE,DRUSTVENI DOM,GORNJE KLETISTE KUTINA,113,64,6,,,37,5,31 KLETISTE KUTINA
2504,KONJSCINA,7,KLIMEN,DRUSTVENI DOM,KLIMEN KONJSCINA,103,65,1,,,47,10,7 KLIMEN KONJSCINA
2505,OSIJEK,114,KLISA,MJESNI ODBOR KLISA,VUKOVARSKA ULICA 48 OSIJEK,85,47,6,,,6,14,114 KLISA OSIJEK
2506,VRGORAC,19,KLJENAK,KUCA ANTE NIZICA,KLJENAK VRGORAC,59,36,8,,,4,20,19 KLJENAK VRGORAC
2507,LOKVICICI,2,KLJENOVAC,OSNOVNA SKOLA KLJENOVAC,KLJENOVAC LOKVICICI,214,108,3,,,94,3,2 KLJENOVAC LOKVICICI
2508,NOVI MAROF,9,KLJUC 1,DOM KULTURE KLJUC,VIKTORA COLJE 2 KLJUC NOVI MAROF,549,305,22,,,135,94,9 KLJUC 1 NOVI MAROF
2509,NOVI MAROF,10,KLJUC 2,PODRUCNA SKOLA KLJUC,VIKTORA COLJE 168 KLJUC NOVI MAROF,211,94,7,,,47,29,10 KLJUC 2 NOVI MAROF
2510,BRDOVEC,10,KLJUC BRDOVECKI,DRUSTVENI DOM KLJUC BRDOVECKI,KLJUC BRDOVECKI MOKRICKA 47 BRDOVEC,488,286,19,,,97,126,10 KLJUC BRDOVECKI BRDOVEC
2511,SISAK,48,KLOBUCAK,PROSTORIJE DOMA ZA REHABILITACIJU KOMAREVO MERGED HETERO,GORNJE KOMAREVO GORNJE KOMAREVO CESTA 52A SISAK,63,26,1,,,1,18,KLOBUCAKSISAK MERGED HETERO
2512,BJELOVAR,37,KLOKOCEVAC,SKOLA U KLOKOCEVCU MERGED HETERO,KLOKOCEVAC 80 BJELOVAR,665,293,28,,,173,57,KLOKOCEVACBJELOVAR MERGED HETERO
2513,DURDENOVAC,13,KLOKOCEVCI,OSNOVNA SKOLA,BRACE RADICA DURDENOVAC,383,184,9,,,119,18,13 KLOKOCEVCI DURDENOVAC
2514,SAMOBOR,26,KLOKOCEVEC SAMOBORSKI,DRUSTVENI DOM KLOKOCEVEC,KLOKOCEVEC SAMOBORSKI SAMOBOR,292,165,13,,,64,63,26 KLOKOCEVEC SAMOBORSKI SAMOBOR
2515,GARCIN,7,KLOKOCEVIK,DRUSTVENI DOM U KLOKOCEVIKU,KLOKOCEVIK GARCIN,397,176,13,,,98,27,7 KLOKOCEVIK GARCIN
2516,KRAPINSKE TOPLICE,5,KLOKOVEC,KUCA GUDIC ANE MARI MERGED HETERO,KLOKOVEC 212 KRAPINSKE TOPLICE,748,321,29,,,63,172,KLOKOVECKRAPINSKE TOPLICE MERGED HETERO
2517,KLOSTAR IVANIC,7,KLOSTAR I,PUCKI DOM PRIZEMLJE,TRG SVETOG IVANA BB KLOSTAR IVANIC KLOSTAR IVANIC,1862,804,83,,,267,296,7 KLOSTAR I KLOSTAR IVANIC
2518,KLOSTAR IVANIC,10,KLOSTAR II,OSNOVNA SKOLA KLOSTAR IVANIC MERGED HETERO,SKOLSKA 20 KLOSTAR IVANIC KLOSTAR IVANIC,1313,564,65,,,204,178,KLOSTAR IIKLOSTAR IVANIC MERGED HETERO
2519,KLOSTAR PODRAVSKI,1,KLOSTAR PODRAVSKI,ZGRADA DRUSTVENOG DOMA KLOSTAR PODRAVSKI,TRG SVETE OBITELJI 2 KLOSTAR PODRAVSKI,927,407,17,,,207,111,1 KLOSTAR PODRAVSKI KLOSTAR PODRAVSKI
2520,KRIZEVCI,33,KLOSTAR VOJAKOVACKI,PODRUCNA SKOLA KLOSTAR VOJAKOVACKI,KLOSTAR VOJAKOVACKI KRIZEVCI,297,101,5,,,42,34,33 KLOSTAR VOJAKOVACKI KRIZEVCI
2521,ZAGREBCENTAR ZAPAD,9,KNEZ MISLAV,VII GIMNAZIJA,ULICA JURJA KRIZANICA 4 ZAGREBCENTAR ZAPAD,1337,797,57,,,199,363,8 KNEZ MISLAV ZAGREBCENTAR ZAPAD
2522,ZAGREBCENTAR ZAPAD,10,KNEZ MISLAV,VII GIMNAZIJA,ULICA JURJA KRIZANICA 4 ZAGREBCENTAR ZAPAD,1291,768,53,,,218,361,9 KNEZ MISLAV ZAGREBCENTAR ZAPAD
2523,KNEZEVI VINOGRADI,1,KNEZEVI VINOGRADI,DOM KULTURE,GLAVNA 82 KNEZEVI VINOGRADI,403,186,15,,,69,54,1 KNEZEVI VINOGRADI KNEZEVI VINOGRADI
2524,KNEZEVI VINOGRADI,2,KNEZEVI VINOGRADI,OSNOVNA SKOLA KNEZEVI VINOGRADI,KNEZEVI VINOGRADI KNEZEVI VINOGRADI,352,160,6,,,71,55,2 KNEZEVI VINOGRADI KNEZEVI VINOGRADI
2525,POPOVAC,2,KNEZEVO,MJESNI ODBOR MERGED HETERO,RADNICKA 1 POPOVAC,414,218,3,,,65,104,KNEZEVOPOPOVAC MERGED HETERO
2526,ZAGREBCENTAR ZAPAD,359,KNEZIJA,OS MATIJE GUPCA,ULICA DAVORINA BAZJANCA 2 ZAGREBCENTAR ZAPAD,2132,1273,150,,,347,530,173 KNEZIJA ZAGREBCENTAR ZAPAD174 KNEZIJA ZAGREBCENTAR ZAPAD175 KNEZIJA ZAGREBCENTAR ZAPAD176 KNEZIJA ZAGREBCENTAR ZAPAD177 KNEZIJA ZAGREBCENTAR ZAPAD
2527,ZAGREBCENTAR ZAPAD,178,KNEZIJA,PROSTORIJE MJESNOG ODBORA,ALBAHARIJEVA ULICA 2 ZAGREBCENTAR ZAPAD,980,604,55,,,146,298,172 KNEZIJA ZAGREBCENTAR ZAPAD
2528,ZAGREBCENTAR ZAPAD,184,KNEZIJA,PROSTORIJE MJESNOG ODBORA,HORVACANSKA CESTA 54 ZAGREBCENTAR ZAPAD,1080,628,61,,,168,268,178 KNEZIJA ZAGREBCENTAR ZAPAD
2529,SENKOVEC,3,KNEZOVEC,ZGRADA MJESNOG ODBORA KNEZOVEC MERGED HETERO,KNEZOVEC 124 SENKOVEC,367,197,11,,,34,123,KNEZOVECSENKOVEC MERGED HETERO
2530,DONJI KUKURUZARI,5,KNEZOVLJANI,PROSTOR STARE SKOLE,KNEZOVLJANI DONJI KUKURUZARI,146,86,1,,,47,27,5 KNEZOVLJANI DONJI KUKURUZARI
2531,KAPELA,8,KOBASICARI,VATROGASNI DOM,KOBASICARI 136 KAPELA,158,62,2,,,17,32,7 KOBASICARI KAPELA
2532,VELIKA GORICA,35,KOBILIC,DRUSTVENI DOM,KOBILIC 108 VELIKA GORICA,497,258,16,,,107,82,39 KOBILIC VELIKA GORICA
2533,POJEZERJE,3,KOBILJACA,PROSTORIJE SPORTSKE UDRUGE KOBILJACA BIVSA TRGOVINA MERGED HETERO,KOBILJACA POJEZERJE,198,110,22,,,66,19,KOBILJACAPOJEZERJE MERGED HETERO
2534,ZAGREBISTOCNI DIO,94,KOBILJAK,VATROGASNI DOM,KOBILJACKA CESTA 75 ZAGREBISTOCNI DIO,1285,647,79,,,273,148,91 KOBILJAK ZAGREBISTOCNI DIO
2535,ZAGREBISTOCNI DIO,95,KOBILJAK,VATROGASNI DOM,KOBILJACKA CESTA 75 ZAGREBISTOCNI DIO,1417,738,106,,,250,201,92 KOBILJAK ZAGREBISTOCNI DIO
2536,BJELOVAR,38,KOKINAC,DOM U KOKINCU,KOKINAC 43 BJELOVAR,141,39,3,,,14,19,31 KOKINAC BJELOVAR
2537,VRGORAC,6,KOKORICI,OSNOVNA SKOLA,KOKORICI VRGORAC,118,75,21,,,29,24,6 KOKORICI VRGORAC
2538,KOLAN,1,KOLAN,OSNOVNA SKOLA AGMATOS NOVALJA PODRUCCNI RAZREDNI ODJEL KOLAN MERGED HETERO,FIGURICA 5 KOLAN,777,436,49,,,205,129,KOLANKOLAN MERGED HETERO
2539,GORNJA RIJEKA,4,KOLAREC,PROSTORIJE VATROGASNOG DOMA U KOLARCU,KOLAREC 36 GORNJA RIJEKA,223,104,8,,,56,30,4 KOLAREC GORNJA RIJEKA
2540,IVANSKA,2,KOLAREVO SELO,DRUSTVENI DOM,KOLAREVO SELO 71 IVANSKA,84,37,1,,,15,15,2 KOLAREVO SELO IVANSKA
2541,RASINJA,6,KOLEDINEC,DRUSTVENI DOM,KOLEDINEC 63B RASINJA,135,80,2,,,20,46,6 KOLEDINEC RASINJA
2542,SAMOBOR,56,KOLODVORSKO NASELJESAJMISTESAMOBOR,PROSTORIJE TDCHROMOS DDZGRADA UPRAVE,SAMOBOR ZAGREBACKA 30 ULAZ IZ ULICE GRADA WIRGESA SAMOBOR,732,410,37,,,130,180,54 KOLODVORSKO NASELJESAJMISTESAMOBOR SAMOBOR
2543,SAMOBOR,57,KOLODVORSKO NASELJESAJMISTESAMOBOR,PROSTORIJE TRGOVACKOG DRUSTVA KOMUNALAC DOO,SAMOBOR HRASTINSKA CESTA BBSAJMISTE SAMOBOR,1006,546,57,,,148,254,55 KOLODVORSKO NASELJESAJMISTESAMOBOR SAMOBOR
2544,KONAVLE,9,KOMAJI,DOM KULTURE KOMAJI,KOMAJI BB KONAVLE,209,154,42,,,69,22,9 KOMAJI KONAVLE
2545,SISAK,45,KOMAREVO,DRUSTVENI DOM MO KOMAREVO,KOMAREVO SISAK,636,296,22,,,165,54,44 KOMAREVO SISAK
2546,SLIVNO,4,KOMARNA,PROSTORIJE SLOBODANA STIJEPANOVICA BR 251 U KOMARNI MERGED HETERO,KOMARNA SLIVNO,165,95,18,,,50,25,KOMARNASLIVNO MERGED HETERO
2547,STARO PETROVO SELO,2,KOMARNICA,DRUSTVENI DOM KOMARNICA,KOMARNICA STARO PETROVO SELO,208,93,3,,,40,21,2 KOMARNICA STARO PETROVO SELO
2548,SVETI DURD,3,KOMARNICA LUDBRESKA,DRUSTVENI DOM,KOMARNICA LUDBRESKA 61 SVETI DURD,136,74,2,,,17,43,3 KOMARNICA LUDBRESKA SVETI DURD
2549,PETERANEC,3,KOMATNICA,DRUSTVENI DOM U KOMATNICI,KOMATNICA BB PETERANEC,45,22,0,,,8,10,3 KOMATNICA PETERANEC
2550,PLOCE,8,KOMIN,DOM KULTURE U KOMINU,KOMIN PLOCE,1043,700,135,,,446,71,8 KOMIN PLOCE
2551,SVETI IVAN ZELINA,39,KOMIN,DRUSTVENI DOM,KOMIN BB SVETI IVAN ZELINA,304,137,6,,,42,70,39 KOMIN SVETI IVAN ZELINA
2552,KOMIZA,1,KOMIZA,GALERIJA BORISA MARDESICA,HRVATSKIH MUCENIKA 9 KOMIZA,724,322,25,,,77,180,1 KOMIZA KOMIZA
2553,KOMIZA,2,KOMIZA,GRADSKA KNJIZNICA RANKO MARINKOVIC,KOMISKIH ISELJENIKA 1 KOMIZA KOMIZA,741,325,32,,,122,133,2 KOMIZA KOMIZA
2554,OTOK,5,KOMLETINCI,ZGRADA MJESNOG ODBORA KOMLETINCI,BRADICA 19 OTOK,732,321,34,,,190,42,5 KOMLETINCI OTOK
2555,OTOK,6,KOMLETINCI,OS VNAZOR KOMLETINCI,BRADICA 17 OTOK,630,274,31,,,172,40,6 KOMLETINCI OTOK
2556,VELIKA LUDINA,2,KOMPATOR,DRUSTVENI DOM KOMPATOR,KOMPATOR 28A VELIKA LUDINA,70,29,2,,,8,8,2 KOMPATOR VELIKA LUDINA
2557,CAZMA,25,KOMUSEVAC,DOM KOMUSEVAC,KOMUSEVAC 60 CAZMA,141,62,3,,,22,25,25 KOMUSEVAC CAZMA
2558,VRBOVEC,18,KONAK,DRUSTVENI DOM,KONAK 12B VRBOVEC,124,83,6,,,20,43,18 KONAK VRBOVEC
2559,KONCANICA,1,KONCANICA,CESKI DOM KONCANICA,KONCANICA 260 KONCANICA,321,181,7,,,41,89,1 KONCANICA KONCANICA
2560,TRNAVA,4,KONDRIC,DOM KULTURE,KONDRIC BB TRNAVA,201,105,4,,,40,15,4 KONDRIC TRNAVA
2561,KONJSCINA,1,KONJSCINA,SREDNJA SKOLA KONJSCINA,MATIJE GUPCA 5 KONJSCINA,817,533,48,,,133,289,1 KONJSCINA KONJSCINA
2562,KRIZ,5,KONSCANI,DRUSTVENI DOM,KONSCANI BB KRIZ,131,75,6,,,23,29,5 KONSCANI KRIZ
2563,SAMOBOR,27,KONSCICA,DRUSTVENI DOM KONSCICA,KONSCICA SAMOBOR,236,130,6,,,45,64,27 KONSCICA SAMOBOR
2564,BILJE,5,KOPACEVO,DOM KULTURE,FERENCA KISA 1 BILJE,175,108,7,,,32,38,5 KOPACEVO BILJE
2565,KOPRIVNICA,9,KOPRIVNICA,AUTOKLUB 1 KOPRIVNICA,STAROGRADSKA ULICA 45 KOPRIVNICA,805,437,39,,,118,197,9 KOPRIVNICA KOPRIVNICA
2566,KOPRIVNICA,10,KOPRIVNICA,AUTOKLUB 2 KOPRIVNICA,STAROGRADSKA ULICA 45 KOPRIVNICA,706,389,27,,,84,204,10 KOPRIVNICA KOPRIVNICA
2567,KOPRIVNICA,22,KOPRIVNICA,BIVSA VOJARNA GLAVNI ULAZ BIVSA STRAZARA,TRG DR ZARKA DOLINARA 1 KOPRIVNICA,442,228,24,,,57,106,23 KOPRIVNICA KOPRIVNICA
2568,KOPRIVNICA,25,KOPRIVNICA,COOR PODRAVSKO SUNCE 1 KOPRIVNICA,HERCEGOVACKA ULICA BB KOPRIVNICA,731,462,35,,,82,274,26 KOPRIVNICA KOPRIVNICA
2569,KOPRIVNICA,26,KOPRIVNICA,COOR PODRAVSKO SUNCE 2 KOPRIVNICA,HERCEGOVACKA ULICA BB KOPRIVNICA,768,449,36,,,96,228,27 KOPRIVNICA KOPRIVNICA
2570,KOPRIVNICA,17,KOPRIVNICA,DRUSTVENI DOM MIKLINOVEC,MIKLINOVEC 99 A KOPRIVNICA,1022,513,58,,,157,218,17 KOPRIVNICA KOPRIVNICA
2571,KOPRIVNICA,12,KOPRIVNICA,ELEKTRA KOPRIVNICA,HRVATSKE DRZAVNOSTI 32 KOPRIVNICA,494,301,15,,,83,160,12 KOPRIVNICA KOPRIVNICA
2572,KOPRIVNICA,30,KOPRIVNICA,GKP KOMUNALAC 1 KOPRIVNICA,VARAZDINSKA CESTA 18 KOPRIVNICA,821,464,43,,,95,227,31 KOPRIVNICA KOPRIVNICA
2573,KOPRIVNICA,31,KOPRIVNICA,GKP KOMUNALAC 2 KOPRIVNICA,VARAZDINSKA CESTA 18 KOPRIVNICA,905,430,41,,,122,194,32 KOPRIVNICA KOPRIVNICA
2574,KOPRIVNICA,13,KOPRIVNICA,GKP KOMUNALAC KOPRIVNICA,MOSNA ULICA 15 KOPRIVNICA,416,216,6,,,56,104,13 KOPRIVNICA KOPRIVNICA
2575,KOPRIVNICA,14,KOPRIVNICA,GRAD KOPRIVNICA VJENCAONICA,ZRINSKI TRG 1 KOPRIVNICA,336,218,22,,,59,110,14 KOPRIVNICA KOPRIVNICA
